mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reduce_dim__threshold,param_clf__var_smoothing,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,split5_test_balanced_accuracy,split6_test_balanced_accuracy,split7_test_balanced_accuracy,split8_test_balanced_accuracy,split9_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,split5_test_precision_weighted,split6_test_precision_weighted,split7_test_precision_weighted,split8_test_precision_weighted,split9_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,split5_test_recall_weighted,split6_test_recall_weighted,split7_test_recall_weighted,split8_test_recall_weighted,split9_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,split5_test_f1_weighted,split6_test_f1_weighted,split7_test_f1_weighted,split8_test_f1_weighted,split9_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_auc_macro,split1_test_auc_macro,split2_test_auc_macro,split3_test_auc_macro,split4_test_auc_macro,split5_test_auc_macro,split6_test_auc_macro,split7_test_auc_macro,split8_test_auc_macro,split9_test_auc_macro,mean_test_auc_macro,std_test_auc_macro,rank_test_auc_macro
0.2707809925079346,0.014608340070846788,0.07059574127197266,0.01738199840324101,1000000.0,1e-09,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 1e-09}",0.32253086419753085,0.38796296296296295,0.4809764309764309,0.4642450142450143,0.42207329707329705,0.39060044893378226,0.38479236812570144,0.28540965207631874,0.33818742985409656,0.3354377104377104,0.38122161788828457,0.059356187642311854,10,0.28641516971036424,0.3548059964726631,0.4066201829359724,0.32799823633156966,0.3563085063085063,0.45739423974718096,0.32129004848303094,0.2626464602935191,0.3084021038269404,0.36283068783068784,0.3444711631940435,0.05419742089373218,10,0.5646039485131403,0.5793415055791293,0.5961371440787804,0.5181400282885431,0.59496155659522,0.566337344788131,0.5184404270386553,0.5175539754363284,0.5594103782927312,0.5782857142857143,0.5593212022896373,0.029282901863933716,10,0.32253086419753085,0.38796296296296295,0.4809764309764309,0.4642450142450143,0.42207329707329705,0.39060044893378226,0.38479236812570144,0.28540965207631874,0.33818742985409656,0.3354377104377104,0.38122161788828457,0.059356187642311854,10,0.37623762376237624,0.3564356435643564,0.42574257425742573,0.37623762376237624,0.4158415841584158,0.37623762376237624,0.38613861386138615,0.32,0.39,0.36,0.3782871287128713,0.02843077711467588,10,0.2658610865507417,0.31900615724145137,0.37202867910134907,0.3243608043472817,0.3427431125706988,0.3202837657846147,0.30857142857142855,0.22902277645447042,0.284573652294304,0.30327635327635327,0.3069727816192694,0.03797424016615263,10,0.3842312006873291,0.3660221872219543,0.4165011838770439,0.363227316646472,0.41516851192508414,0.3904847870186,0.3968128241395569,0.35023446826397653,0.40415388383850037,0.38841025641025645,0.38752466200287733,0.021048258123509116,10,,,,,,,,,,,,,1
0.23227183818817138,0.02076741857961738,0.0589249849319458,0.00446804610166322,1000000.0,1e-08,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 1e-08}",0.30864197530864196,0.38796296296296295,0.4948653198653198,0.46702279202279207,0.42207329707329705,0.39060044893378226,0.3847923681257015,0.28540965207631874,0.33818742985409656,0.34469696969696967,0.3824253215919883,0.0630166566754651,9,0.28499911394648236,0.3654897571564238,0.43386886018464965,0.33682671721887414,0.3526048026048026,0.44427825261158593,0.3209403981333806,0.26195862960568844,0.3031488845214335,0.36985596707818924,0.34739713830615104,0.05628945166396011,9,0.564520662592575,0.5618243692501119,0.6159862718487003,0.5230415478522642,0.5951265730968701,0.5633811458068885,0.5238721240545108,0.5172920706744236,0.5560847387906211,0.5857407407407408,0.5606870244707707,0.030938404038029034,9,0.30864197530864196,0.38796296296296295,0.4948653198653198,0.46702279202279207,0.42207329707329705,0.39060044893378226,0.3847923681257015,0.28540965207631874,0.33818742985409656,0.34469696969696967,0.3824253215919883,0.0630166566754651,9,0.36633663366336633,0.3564356435643564,0.43564356435643564,0.37623762376237624,0.4158415841584158,0.37623762376237624,0.38613861386138615,0.32,0.39,0.37,0.3792871287128713,0.029972826957887472,9,0.26030266435145266,0.32160735721107236,0.3952424125834004,0.33443024277202776,0.34064227223456434,0.3131424139064207,0.30952380952380953,0.2294040400710282,0.282781635730571,0.3118305021813794,0.3098907350565727,0.04319316080988735,9,0.38113128432682974,0.3654198713512694,0.4332232895241411,0.3690674906935225,0.41577172350674646,0.3891672370559224,0.40080150872230086,0.3507442721855451,0.40339415838228726,0.3975137844611529,0.39062346202097176,0.023545260490309753,9,,,,,,,,,,,,,1
0.21443374156951905,0.0052540493567764576,0.05799598693847656,0.007229831602668778,1000000.0,1e-07,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 1e-07}",0.30864197530864196,0.42500000000000004,0.5112794612794613,0.4720732970732971,0.4391673141673142,0.39060044893378226,0.3777497194163861,0.3277497194163861,0.33818742985409656,0.33375420875420875,0.3924203574203574,0.06443707340377086,8,0.29055991117394625,0.4085270945682845,0.45808131439710387,0.3453403078403079,0.3617873411991059,0.45030904099531555,0.34071971868669493,0.29354750188083517,0.30447321378693926,0.3722530074831865,0.362559845201172,0.05755525083286291,8,0.5480548127108836,0.57757353626579,0.6353340033251446,0.5383749089194634,0.6071547070673453,0.5694632892507091,0.5432026484382184,0.5338417138417137,0.5574660633484163,0.5885549872122762,0.5699020670379961,0.031169214470640614,8,0.30864197530864196,0.42500000000000004,0.5112794612794613,0.4720732970732971,0.4391673141673142,0.39060044893378226,0.3777497194163861,0.3277497194163861,0.33818742985409656,0.33375420875420875,0.3924203574203574,0.06443707340377086,8,0.36633663366336633,0.36633663366336633,0.45544554455445546,0.39603960396039606,0.43564356435643564,0.37623762376237624,0.38613861386138615,0.34,0.39,0.36,0.38721782178217823,0.03324116280188067,7,0.2659275688737332,0.3624862918531873,0.4172658484486441,0.34533236746725593,0.35661670798587636,0.314713950514077,0.31624095359727544,0.26798259088581666,0.28405737148906546,0.31220669621616204,0.3242830347331093,0.044820885852315,8,0.383194509863839,0.37922908995705057,0.45820646580787117,0.3952776979211418,0.4338052872224343,0.3920764489235379,0.4138670763628088,0.37515391705069123,0.40435437058387874,0.39847734956051384,0.4033642213253767,0.024591565441032154,7,,,,,,,,,,,,,1
0.212786865234375,0.011429945930506273,0.05516469478607178,0.005828512952290103,1000000.0,1e-06,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 1e-06}",0.3274691358024691,0.43173400673400675,0.4910774410774411,0.4745985495985496,0.4391673141673142,0.3794893378226712,0.35805274971941636,0.35244107744107744,0.3474466891133558,0.35521885521885527,0.3956695156695157,0.0553928483387975,7,0.31521396082799585,0.40462519936204144,0.4519444444444444,0.3613806128512011,0.3641923436041083,0.44443748259537735,0.334628951295618,0.2936677520010853,0.31140718395620354,0.40590446704997785,0.3687402397988053,0.0532431874295223,7,0.5729869227524256,0.5740458256351952,0.626980198019802,0.5537408572790052,0.6092977785173476,0.5501141467530212,0.539963913973815,0.5281166056166056,0.5644419306184012,0.6208830900781366,0.5740571269243755,0.03253908272823407,7,0.3274691358024691,0.43173400673400675,0.4910774410774411,0.4745985495985496,0.4391673141673142,0.3794893378226712,0.35805274971941636,0.35244107744107744,0.3474466891133558,0.35521885521885527,0.3956695156695157,0.0553928483387975,7,0.39603960396039606,0.36633663366336633,0.4752475247524752,0.40594059405940597,0.43564356435643564,0.36633663366336633,0.37623762376237624,0.34,0.4,0.4,0.3961782178217822,0.03642617720333092,6,0.2919714342864248,0.36232500561380265,0.4219546657046657,0.3545125030215477,0.35885685135505196,0.31282070883034074,0.30847253461288543,0.274280981861627,0.2929830362632766,0.3421060633704312,0.3320283784920054,0.04209412903537266,7,0.4215695335615676,0.372903247574122,0.48978290686211484,0.4109763110285025,0.43580145458110553,0.38741001511439543,0.4137196189254553,0.37074887585532745,0.41347121272303333,0.4471729611384784,0.4163556137364103,0.0340539827965586,6,,,,,,,,,,,,,1
0.21263930797576905,0.009918643981850704,0.05666561126708984,0.007604628306303199,1000000.0,1e-05,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 1e-05}",0.40401234567901234,0.43451178451178457,0.4936026936026936,0.5023763273763273,0.4391284641284641,0.3918350168350168,0.34416386083052747,0.360016835016835,0.38448372615039283,0.36447811447811446,0.41186091686091675,0.05182597421827322,6,0.3553374176181194,0.4105218855218855,0.45100408850408846,0.39123871770930596,0.3614980211471439,0.34044588595672187,0.30828285730246513,0.3079886163219496,0.35408073857562344,0.4092917478882391,0.36896899765455426,0.04388227592140955,6,0.6095655806182122,0.5774677467746775,0.6281867472461533,0.5761863161106027,0.610105747416847,0.5169513766945028,0.5242575324112889,0.5456450216450217,0.5860893313847277,0.6254619883040936,0.5799917388606127,0.03806558350054209,6,0.40401234567901234,0.43451178451178457,0.4936026936026936,0.5023763273763273,0.4391284641284641,0.3918350168350168,0.34416386083052747,0.360016835016835,0.38448372615039283,0.36447811447811446,0.41186091686091675,0.05182597421827322,6,0.42574257425742573,0.36633663366336633,0.48514851485148514,0.42574257425742573,0.44554455445544555,0.37623762376237624,0.36633663366336633,0.37,0.41,0.41,0.40810891089108914,0.03731418887373507,5,0.3391707854073446,0.37234753550543026,0.4271258153611095,0.38682950143895184,0.3618892805137741,0.32352827048167554,0.28997150997150994,0.28640717108459035,0.3306798847782454,0.34839445933690083,0.3466344213879532,0.040833364031969806,6,0.4488445299687714,0.379250105461674,0.5007662110748891,0.43435264399202644,0.4487236966555874,0.3969044050807066,0.4031886265549631,0.40441663712631454,0.42888328611279425,0.45439137375380256,0.42997215157815294,0.03372373359315082,5,,,,,,,,,,,,,1
0.20833230018615723,0.010524325172219757,0.05501620769500733,0.00834432369550226,1000000.0,0.0001,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 0.0001}",0.4549382716049382,0.42314814814814816,0.4658249158249158,0.4421911421911422,0.4636234136234136,0.41498316498316495,0.3830527497194164,0.3590347923681257,0.3983726150392817,0.367003367003367,0.41721725805059134,0.03745923172984112,5,0.3865491615749613,0.39762706429373096,0.43952020202020203,0.3721340388007055,0.39349376114081996,0.37239340180516645,0.35405005306966086,0.3213709130375797,0.36959404974110854,0.38661946259985475,0.37933521080837906,0.029080106354397655,5,0.6282078229937103,0.5564177846356064,0.6088008800880088,0.553921106396354,0.6275692275109864,0.5409986819115348,0.5720651703179368,0.5539218559218559,0.5985275019098549,0.6105964052287581,0.5851026436914607,0.03152097463200518,5,0.4549382716049382,0.42314814814814816,0.4658249158249158,0.4421911421911422,0.4636234136234136,0.41498316498316495,0.3830527497194164,0.3590347923681257,0.3983726150392817,0.367003367003367,0.41721725805059134,0.03745923172984112,5,0.44554455445544555,0.36633663366336633,0.4752475247524752,0.4158415841584158,0.46534653465346537,0.39603960396039606,0.39603960396039606,0.36,0.42,0.39,0.413039603960396,0.03717781703387089,4,0.3738085756006903,0.3650913023675559,0.41425350248879655,0.3684954268445729,0.3968676263854099,0.3484887186036611,0.329292328042328,0.28344019797055847,0.34632350042186105,0.34067192614283587,0.356673310486827,0.03460962475466416,5,0.46720523050768986,0.38496464083108584,0.49300466568958123,0.43101576625540033,0.48107556812184393,0.41685823754789275,0.43532060348892027,0.3932829805867757,0.4407830530125612,0.4362816850994286,0.43797924311411796,0.03325650453814588,4,,,,,,,,,,,,,1
0.2114629030227661,0.00860419114044692,0.05624797344207764,0.004543405957105327,1000000.0,0.001,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 0.001}",0.466358024691358,0.39814814814814814,0.4822390572390572,0.475019425019425,0.43609816109816113,0.41498316498316495,0.4423120089786756,0.4192199775533109,0.4613355780022446,0.43686868686868685,0.4432582232582233,0.026256225883178316,3,0.40205906924173174,0.3422385620915033,0.451012506012506,0.40029113187007925,0.3698158051099228,0.38405040378724586,0.37157558309519095,0.345906432748538,0.42693785116385735,0.42811879478546144,0.39220061399060363,0.03427904748092828,4,0.6380672122939848,0.5177073799816956,0.6425624705327675,0.5808217663871651,0.5896583776024662,0.5507953050944192,0.5817765810194464,0.585171052631579,0.6215773993808049,0.6650707070707071,0.5973208251995036,0.04255420031470285,4,0.466358024691358,0.39814814814814814,0.4822390572390572,0.475019425019425,0.43609816109816113,0.41498316498316495,0.4423120089786756,0.4192199775533109,0.4613355780022446,0.43686868686868685,0.4432582232582233,0.026256225883178316,3,0.44554455445544555,0.3465346534653465,0.49504950495049505,0.44554455445544555,0.43564356435643564,0.39603960396039606,0.42574257425742573,0.39,0.43,0.44,0.42500990099009905,0.037862173238431863,1,0.3860063340350079,0.33345979890942706,0.42055074555074556,0.3997864670075623,0.37325123766951573,0.3523433569410581,0.36239281049063654,0.32637100022157495,0.40127662951708576,0.38736250607218353,0.37428008864147977,0.029007205389638507,3,0.4672721496419996,0.36204222611147285,0.5154901204406155,0.46529008623841234,0.4518273534707681,0.4210914687527866,0.45339053972286864,0.4221940511595685,0.4565229968934347,0.48793794162826415,0.4503058934060191,0.039575560512765284,1,,,,,,,,,,,,,1
0.21120622158050537,0.008255210741750084,0.053458237648010255,0.0046111550791333705,1000000.0,0.01,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 0.01}",0.46141975308641975,0.4185185185185185,0.5306397306397306,0.46416083916083917,0.4525123025123025,0.4175084175084175,0.4629349046015713,0.4141694725028058,0.4699214365881033,0.4318181818181818,0.452360355693689,0.03318082635021904,2,0.40673406114582583,0.35734798970093085,0.47129629629629627,0.401539809615145,0.390712682379349,0.3781695524213584,0.3709421913369282,0.3585618085618085,0.41990740740740745,0.4246514922985511,0.39798632911636006,0.03322322883658388,3,0.6694011191681547,0.5842422477541871,0.6665016501650165,0.5777297997380455,0.6126862686268627,0.564685617168528,0.5758093478520785,0.5776089466089466,0.6148809523809523,0.6421385575209103,0.6085684506983682,0.037068537416193835,3,0.46141975308641975,0.4185185185185185,0.5306397306397306,0.46416083916083917,0.4525123025123025,0.4175084175084175,0.4629349046015713,0.4141694725028058,0.4699214365881033,0.4318181818181818,0.452360355693689,0.03318082635021904,2,0.42574257425742573,0.36633663366336633,0.504950495049505,0.42574257425742573,0.45544554455445546,0.40594059405940597,0.4158415841584158,0.37,0.43,0.42,0.42200000000000004,0.0376744525645903,3,0.3765659986763916,0.3428362573099415,0.44865659939189345,0.3965600329927815,0.3932460301946636,0.3539176089085345,0.3627249442915526,0.3199539723308823,0.39825294531176886,0.382239436337797,0.37749538257462073,0.033787652924302414,2,0.4518727869880966,0.38176982822631605,0.5248020761998631,0.4531978534271394,0.4787265355675926,0.43266660684137453,0.4394393472879377,0.4010267915446184,0.4467640986464516,0.46515534738485553,0.44754212721142456,0.03752298983746476,2,,,,,,,,,,,,,1
0.21476399898529053,0.012143865581502683,0.059323239326477054,0.009597534846731069,1000000.0,0.1,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 0.1}",0.5515432098765432,0.44166666666666665,0.5320707070707071,0.5208171458171458,0.4722092722092722,0.4303030303030303,0.45911896745230074,0.3720819304152638,0.44172278338945004,0.4212962962962963,0.46428300094966757,0.05293308445538723,1,0.4578584995251662,0.38690296631473103,0.4493082081317375,0.43253968253968256,0.40145431910137797,0.3778711484593838,0.36684869233888834,0.33602012023064654,0.40310846560846564,0.4272868743456979,0.40391989765957775,0.036461053208158914,2,0.7007362274689007,0.6015740035542015,0.6724494298169313,0.6343312902718843,0.6202321072443379,0.5732562331863438,0.563785622259705,0.5841337259231996,0.6056428571428571,0.6609334097275275,0.621707490659589,0.04277637218127336,1,0.5515432098765432,0.44166666666666665,0.5320707070707071,0.5208171458171458,0.4722092722092722,0.4303030303030303,0.45911896745230074,0.3720819304152638,0.44172278338945004,0.4212962962962963,0.46428300094966757,0.05293308445538723,1,0.45544554455445546,0.37623762376237624,0.504950495049505,0.46534653465346537,0.46534653465346537,0.39603960396039606,0.39603960396039606,0.34,0.41,0.42,0.4229405940594059,0.04697069878612012,2,0.4310534247428546,0.36230497897164565,0.44330007250825854,0.4280053350262079,0.40602996946785547,0.3532942413129438,0.359329230247291,0.2902995176191094,0.37648554340943446,0.3808299313225732,0.3830932244628174,0.0436033843321062,1,0.4710265670817355,0.39048646622904054,0.5167760941957262,0.4894929457914408,0.4821046766135542,0.41353333077702475,0.4174670319885395,0.3758173447341283,0.42296367992474354,0.4713771427934775,0.4451045280129411,0.04457913603979372,3,,,,,,,,,,,,,1
0.22655174732208253,0.013622035363236857,0.058058738708496094,0.007173506902426327,1000000.0,1,"{'reduce_dim__threshold': 1000000.0, 'clf__var_smoothing': 1}",0.4561728395061728,0.37415824915824913,0.527020202020202,0.5003626003626004,0.43501036001036003,0.4166666666666667,0.46579685746352406,0.3511784511784512,0.410016835016835,0.38383838383838387,0.43202214452214455,0.05324809653643136,4,0.44651798341168836,0.363235294117647,0.45728160728160727,0.42844877344877347,0.38471035137701803,0.40474901641568306,0.40013047954224423,0.351715568382235,0.397638326585695,0.4341029341029341,0.40685303346655255,0.03300417918250689,1,0.6985902924657791,0.570044651523976,0.6776227073256776,0.5990735502121641,0.5905094355589405,0.6073052744834924,0.5793144828380705,0.5976746031746032,0.5800411605937922,0.6514430014430015,0.6151619159619497,0.04238649351321879,2,0.4561728395061728,0.37415824915824913,0.527020202020202,0.5003626003626004,0.43501036001036003,0.4166666666666667,0.46579685746352406,0.3511784511784512,0.410016835016835,0.38383838383838387,0.43202214452214455,0.05324809653643136,4,0.39603960396039606,0.31683168316831684,0.4752475247524752,0.39603960396039606,0.39603960396039606,0.39603960396039606,0.38613861386138615,0.32,0.35,0.37,0.38023762376237624,0.04327646096119857,8,0.3793478055930163,0.3158194988260348,0.43513689000504413,0.39668177768796964,0.36743178752982675,0.3640179780530658,0.3754685174227521,0.28876558445185896,0.33796346976423597,0.36001672498404524,0.36206500343178494,0.03891698661936488,4,0.41603771340882983,0.3210354217925563,0.4792335028924509,0.3967099591597645,0.4065729262001831,0.41419208159697996,0.4117305451390528,0.3502322775263952,0.3493880222587119,0.4058989106753812,0.39510313606503067,0.04242288570409128,8,,,,,,,,,,,,,1
